# Times (days),True fluxes,Noisy fluxes A (sigma=0.01),Noisy fluxes B (sigma=0.02),Noisy fluxes C (sigma=0.03),Noisy fluxes D (sigma=0.05),Noisy fluxes E (sigma=0.07),Noisy fluxes A (sigma=0.01) with outliers (sigma=0.1),Noisy fluxes B (sigma=0.02) with outliers (sigma=0.1),Noisy fluxes C (sigma=0.03) with outliers (sigma=0.1),Noisy fluxes D (sigma=0.05) with outliers (sigma=0.1),Noisy fluxes E (sigma=0.07) with outliers (sigma=0.1),Noisy fluxes A (sigma=0.01) with outliers (sigma=0.3),Noisy fluxes B (sigma=0.02) with outliers (sigma=0.3),Noisy fluxes C (sigma=0.03) with outliers (sigma=0.3),Noisy fluxes D (sigma=0.05) with outliers (sigma=0.3),Noisy fluxes E (sigma=0.07) with outliers (sigma=0.3)
0.04522464698331194,0.7939045598993328,0.8131760610032773,0.7565105247941438,0.8472249433572049,0.8019626462473295,0.8661786166279507,0.8131760610032773,0.7565105247941438,0.8472249433572049,0.8019626462473295,0.8661786166279507,0.8131760610032773,0.7565105247941438,0.8472249433572049,0.8019626462473295,0.8661786166279507
0.04870346598202824,0.7986554394960912,0.802755671103997,0.7813239299140411,0.7907163145350249,0.7729563528289307,0.8715754084454566,0.802755671103997,0.7813239299140411,0.7907163145350249,0.7729563528289307,0.8715754084454566,0.802755671103997,0.7813239299140411,0.7907163145350249,0.7729563528289307,0.8715754084454566
0.05218228498074454,0.803761341979937,0.7918719170754699,0.7976235583214436,0.7937925337411439,0.7231014154308759,0.809314458176166,0.7918719170754699,0.7976235583214436,0.7937925337411439,0.7231014154308759,0.809314458176166,0.7918719170754699,0.7976235583214436,0.7937925337411439,0.7231014154308759,0.809314458176166
0.05566110397946085,0.8089827464436191,0.8100159219341988,0.7816080806428286,0.7619168028475137,0.9231986892906032,0.8323855864817628,0.8100159219341988,0.7816080806428286,0.7619168028475137,0.9231986892906032,0.8323855864817628,0.8100159219341988,0.7816080806428286,0.7619168028475137,0.9231986892906032,0.8323855864817628
0.05913992297817715,0.8144379059277314,0.8043893055716212,0.808654085806265,0.7786513450810515,0.711213610336262,0.8457996156768802,0.8043893055716212,0.8026291330902757,0.7786513450810515,0.711213610336262,0.8457996156768802,0.8043893055716212,0.7905792276582972,0.7786513450810515,0.711213610336262,0.8457996156768802
0.06261874197689346,0.8201563571009481,0.8221835211907995,0.819203288040239,0.7700931485356877,0.7890652829959739,0.8522521602373188,0.8221835211907995,0.819203288040239,0.7700931485356877,0.7890652829959739,0.8522521602373188,0.8221835211907995,0.819203288040239,0.7700931485356877,0.7890652829959739,0.8522521602373188
0.06609756097560976,0.8259151239614811,0.8310757964263985,0.8355817255790444,0.7935456655630888,0.8753293884868575,0.876095001310281,0.8310757964263985,0.8355817255790444,0.7935456655630888,0.8753293884868575,0.876095001310281,0.8310757964263985,0.8355817255790444,0.7935456655630888,0.8753293884868575,0.876095001310281
0.06957637997432606,0.8320213849368485,0.8260781575142127,0.8540439657301138,0.8263911492851947,0.8871608719298198,0.9508303936647996,0.8260781575142127,0.8540439657301138,0.8263911492851947,0.7397007096722267,0.9508303936647996,0.8260781575142127,0.8540439657301138,0.8263911492851947,0.4447803851570403,0.9508303936647996
0.07305519897304237,0.8381597621941235,0.834368015663404,0.8153789795713574,0.8184186878045228,0.8503894628764362,0.891016356756983,0.834368015663404,1.0544497991249018,0.8184186878045228,0.8503894628764362,0.891016356756983,0.834368015663404,1.5325914382319903,0.8184186878045228,0.8503894628764362,0.891016356756983
0.07653401797175867,0.8445809006984218,0.8433586032283589,0.8667512313894573,0.873097303399428,0.8991776476824584,0.8863814596189236,0.9500233549643805,0.8667512313894573,0.873097303399428,0.953292310264393,0.8863814596189236,1.1633528584364237,0.8667512313894573,0.873097303399428,1.061521635428262,0.8863814596189236
0.08001283697047497,0.8510406647642943,0.8583534816026209,0.8537351459490748,0.7928586606147194,0.8376817999284509,0.821620120147602,0.8583534816026209,0.8537351459490748,0.607041045025022,0.8376817999284509,0.821620120147602,0.8583534816026209,0.8537351459490748,0.2354058138456272,0.8376817999284509,0.821620120147602
0.08349165596919128,0.8575704948938306,0.8501088533485585,0.8431905159595896,0.8884932108766098,0.9121254610803065,0.826675305370302,0.8501088533485585,0.8431905159595896,0.8884932108766098,0.9121254610803065,0.826675305370302,0.8501088533485585,0.8431905159595896,0.8884932108766098,0.9121254610803065,0.826675305370302
0.08697047496790758,0.8642213442193222,0.8760214266420872,0.876727395921237,0.8767258566966187,0.8740699534216695,0.9076712045888644,1.0035786729260954,0.876727395921237,0.8767258566966187,0.8740699534216695,0.9076712045888644,1.2586931654941118,0.876727395921237,0.8767258566966187,0.8740699534216695,0.9076712045888644
