# Times (days),True fluxes,Noisy fluxes A (sigma=0.01),Noisy fluxes B (sigma=0.03),Noisy fluxes C (sigma=0.05),Noisy fluxes D (sigma=0.07),Noisy fluxes A (sigma=0.01) with outliers (sigma=0.1),Noisy fluxes B (sigma=0.03) with outliers (sigma=0.1),Noisy fluxes C (sigma=0.05) with outliers (sigma=0.1),Noisy fluxes D (sigma=0.07) with outliers (sigma=0.1),Noisy fluxes A (sigma=0.01) with outliers (sigma=0.3),Noisy fluxes B (sigma=0.03) with outliers (sigma=0.3),Noisy fluxes C (sigma=0.05) with outliers (sigma=0.3),Noisy fluxes D (sigma=0.07) with outliers (sigma=0.3)
0.04527001862197393,0.8203010242450826,0.8117493480754049,0.8262290077731997,0.8012174616783665,0.7327154007073791,0.8117493480754049,0.8262290077731997,0.8012174616783665,0.7327154007073791,0.8117493480754049,0.8262290077731997,0.8012174616783665,0.7327154007073791
0.04875232774674115,0.8297648551273739,0.8190882493379107,0.784334510880071,0.8519501474287567,0.852983407369818,0.8190882493379107,0.784334510880071,0.8519501474287567,0.852983407369818,0.8190882493379107,0.784334510880071,0.8519501474287567,0.852983407369818
0.05223463687150838,0.839417021772115,0.8381942834723677,0.8703523398271485,0.833243282230336,0.8492203372704441,0.8381942834723677,0.8703523398271485,0.833243282230336,0.8492203372704441,0.8381942834723677,0.8703523398271485,0.833243282230336,0.8492203372704441
0.05571694599627561,0.849387153470327,0.8471938685406982,0.8147058859302353,0.7467958777456564,0.7763605201102702,0.8471938685406982,0.8147058859302353,0.7467958777456564,0.7763605201102702,0.8471938685406982,0.8147058859302353,0.7467958777456564,0.7763605201102702
0.05919925512104283,0.8595964947307069,0.8766607764050606,0.8635719320141073,0.9019220399834637,0.7904424715943754,0.8766607764050606,0.8635719320141073,0.9019220399834637,0.7904424715943754,0.8766607764050606,0.8635719320141073,0.9019220399834637,0.7904424715943754
0.06268156424581006,0.8699164847031327,0.8782433675702441,0.8744297378633024,0.7898607927032222,0.8648680198369891,0.8782433675702441,0.8744297378633024,0.7898607927032222,0.8648680198369891,0.8782433675702441,0.8744297378633024,0.7898607927032222,0.8648680198369891
0.06616387337057729,0.8802809170033372,0.8696605179805295,0.8783615072031715,0.9338491972788,0.7829410619727575,0.8696605179805295,0.8783615072031715,0.9338491972788,0.7829410619727575,0.8696605179805295,0.8783615072031715,0.9338491972788,0.7829410619727575
0.06964618249534452,0.8906887466851114,0.8773893001094549,0.8953802492160879,0.8809807662067276,0.8554282171980678,0.8773893001094549,0.8953802492160879,0.8809807662067276,0.8554282171980678,0.8773893001094549,0.8953802492160879,0.8809807662067276,0.8554282171980678
0.07312849162011173,0.9010575707980018,0.8946871958973599,0.9088207914132196,0.9131950409966408,0.914420367300134,0.8946871958973599,0.9088207914132196,0.8962940422751584,0.914420367300134,0.8946871958973599,0.9088207914132196,0.8624920448321935,0.914420367300134
0.07661080074487896,0.9114352193129628,0.9126923679739142,0.9230773300230932,0.9256909865817644,0.7883117238798959,0.9126923679739142,0.9230773300230932,0.9256909865817644,0.7883117238798959,0.9126923679739142,0.9230773300230932,0.9256909865817644,0.7883117238798959
0.08009310986964618,0.9216988791617212,0.9272213195503696,0.9151239499652064,0.8481684094351779,0.945812054756492,0.9272213195503696,0.9151239499652064,0.8481684094351779,0.945812054756492,0.9272213195503696,0.9151239499652064,0.8481684094351779,0.945812054756492
0.08357541899441341,0.9318718572139564,0.9188483137480344,0.9476030601748524,0.9970032357862716,0.9078830150368044,0.9188483137480344,0.9476030601748524,0.9970032357862716,0.9078830150368044,0.9188483137480344,0.9476030601748524,0.9970032357862716,0.9078830150368044
0.08705772811918064,0.9417885033275528,0.9354130514457883,0.9430207996197736,0.969910704757916,0.9842789100985252,0.9354130514457883,0.9430207996197736,0.969910704757916,0.9346870055057923,0.9354130514457883,0.9430207996197736,0.969910704757916,0.8355031963203265
0.09054003724394788,0.9513667123927376,0.950575281710663,0.9986904649053194,0.9169603330987038,1.078358969818079,0.950575281710663,0.9986904649053194,0.9538207966698696,1.078358969818079,0.950575281710663,0.9986904649053194,1.027541723812201,1.078358969818079
0.09402234636871508,0.9607610371813472,0.955473736255144,0.9845327993357318,1.016891357655108,1.081535459589545,0.955473736255144,0.9845327993357318,1.1965625432172187,1.081535459589545,0.955473736255144,0.9845327993357318,1.5559049143414398,1.081535459589545
0.09750465549348232,0.9699423963063196,0.9782294506022198,1.006847102716808,0.987938624317791,0.997913160713619,0.9782294506022198,0.9560446856402327,0.987938624317791,0.997913160713619,0.9782294506022198,0.854439851487082,0.987938624317791,0.997913160713619
0.1009869646182495,0.9786155961523888,0.9647689639087974,0.978503211899052,0.950490157609441,1.102415278158507,0.9647689639087974,1.0467131615730239,0.950490157609441,1.102415278158507,0.9647689639087974,1.1831330609209676,0.950490157609441,1.102415278158507
0.1044692737430168,0.9869448934627032,0.9728826611488482,0.9939298213972272,1.040381455079318,0.9960505215769584,0.9728826611488482,0.9939298213972272,1.040381455079318,0.9960505215769584,0.9728826611488482,0.9939298213972272,1.040381455079318,0.9960505215769584
0.107951582867784,0.9947566146484226,0.9958120166707888,0.9759355358182296,0.9857910514959338,1.016108045125266,0.9958120166707888,1.0469254650437636,0.9857910514959338,1.016108045125266,0.9958120166707888,1.188905323494832,0.9857910514959338,1.016108045125266
0.1114338919925512,1.002102103530248,0.9894822877513996,1.005696086757955,0.9449203834046496,0.983815516702897,0.9894822877513996,1.005696086757955,0.9449203834046496,0.983815516702897,0.9894822877513996,1.005696086757955,0.9449203834046496,0.983815516702897
0.1149162011173184,1.008964367156371,1.009417714683536,1.016952948971274,0.9823151589048318,1.162196689015404,1.009417714683536,1.016952948971274,0.9823151589048318,1.162196689015404,1.009417714683536,1.016952948971274,0.9823151589048318,1.162196689015404
0.1183985102420857,1.01519430001729,1.041728626518752,1.005368906126728,1.033978362458668,1.164235283486687,1.041728626518752,1.005368906126728,1.069537078166461,1.164235283486687,1.041728626518752,1.005368906126728,1.140654509582047,1.164235283486687
0.1218808193668529,1.020632295604328,0.9986310123440788,1.032940111827789,0.9934898290798272,0.9343791647742368,0.9986310123440788,1.032940111827789,0.9934898290798272,0.9343791647742368,0.9986310123440788,1.032940111827789,0.9934898290798272,0.9343791647742368
0.1253631284916201,1.02536578525176,1.038903699047173,0.998259773022389,1.106386306464848,1.036756534813497,1.038903699047173,0.998259773022389,1.106386306464848,1.036756534813497,1.038903699047173,0.998259773022389,1.106386306464848,1.036756534813497
0.1288454376163873,1.029216325148245,1.029970936500721,1.077309447327019,1.003260105980596,1.12343859800378,1.029970936500721,1.077309447327019,1.003260105980596,1.12343859800378,1.029970936500721,1.077309447327019,1.003260105980596,1.12343859800378
0.1323277467411546,1.031974401636011,1.051856462344852,1.016052816444285,0.9538152697141352,0.919090495176318,1.051856462344852,1.016052816444285,0.9538152697141352,0.919090495176318,1.051856462344852,1.016052816444285,0.9538152697141352,0.919090495176318
0.1358100558659218,1.033082824852375,1.055741900876274,1.05425161148396,1.022536651746846,1.087132618461509,1.055741900876274,1.05425161148396,1.022536651746846,1.087132618461509,1.055741900876274,1.05425161148396,1.022536651746846,1.087132618461509
0.139292364990689,1.033777521439781,1.042160220358856,1.029017168925884,0.952668789752254,1.038079348703198,1.042160220358856,1.029017168925884,0.952668789752254,1.038079348703198,1.042160220358856,1.029017168925884,0.952668789752254,1.038079348703198
0.1427746741154562,1.034452225245585,1.015471392890611,1.027922176710871,0.984945374202169,0.9821807736670826,1.015471392890611,1.027922176710871,0.984945374202169,0.9821807736670826,1.015471392890611,1.027922176710871,0.984945374202169,0.9821807736670826
0.1462569832402235,1.035102147942442,1.027238734897027,1.028478033788083,1.068145916690242,0.9733561579769768,1.027238734897027,1.028478033788083,1.068145916690242,0.9733561579769768,1.027238734897027,1.028478033788083,1.068145916690242,0.9733561579769768
0.1497392923649907,1.035869834521361,1.038061101767998,1.06586658608568,1.033555068259917,0.8728759705208333,1.038061101767998,1.06586658608568,1.033555068259917,0.8728759705208333,1.038061101767998,1.06586658608568,1.033555068259917,0.8728759705208333
0.1532216014897579,1.036576635700255,1.044617126509982,1.025370859477333,1.035033114416616,1.141577297567628,1.044617126509982,1.025370859477333,1.035033114416616,1.141577297567628,1.044617126509982,1.025370859477333,1.035033114416616,1.141577297567628
0.1567039106145252,1.037375701049458,1.032881603499109,1.028233648461403,1.058293937638943,1.025239942134258,1.032881603499109,1.028233648461403,1.058293937638943,1.025239942134258,1.032881603499109,1.028233648461403,1.058293937638943,1.025239942134258
0.1601862197392924,1.0380066104884491,1.051489159248083,1.061488625599605,1.003818817547527,1.000106125545922,1.051489159248083,1.061488625599605,1.003818817547527,1.000106125545922,1.051489159248083,1.061488625599605,1.003818817547527,1.000106125545922
0.1636685288640596,1.038759672910407,1.034889210598181,1.045454160825431,1.108683046946935,0.9750391182101767,1.116162133217565,0.9803406583319982,1.108683046946935,0.9750391182101767,1.278707978456333,0.8501136533451326,1.108683046946935,0.9750391182101767
0.1671508379888268,1.039491472994445,1.05267993409379,1.046431480349433,1.000068520556682,1.025280855079276,0.9096158715838689,1.046431480349433,1.0479922464535831,1.025280855079276,0.623487746564027,1.046431480349433,1.1438396982473855,1.025280855079276
0.170633147113594,1.040336343586913,1.041559811732161,1.032698078152678,1.024704473753818,1.039237770951362,1.041559811732161,1.032698078152678,1.024704473753818,1.039237770951362,1.041559811732161,1.032698078152678,1.024704473753818,1.039237770951362
0.1741154562383613,1.04101883304537,1.050819755156171,1.023975690442782,1.049535967039396,1.04384672446039,1.050819755156171,1.0842216237176443,1.049535967039396,1.04384672446039,1.050819755156171,1.2047134902673693,1.049535967039396,1.04384672446039
